ACC_NAME_TH,ACC_NAME_EN,ACCOM_TYPE_NAME,ACC_ROOM,ACC_HILIGHT,ACC_HIGH_RATE,ACC_LOW_RATE,ACC_ROAD,REGION_NAME_TH,SUBDISTRICT_NAME_TH,DISTRICT_NAME_TH,PROVINCE_NAME_TH,ACC_LOCATION,Latitude,Longitude,ACC_STANDARD,ACC_LOCATION_1
ออมทอง อพรา์ตเมนต์,Orm Thong Apartment,อพาร์ทเมนท์/แมนชั่น,20,,1000,1000,วิชิตสงคราม,ภาคใต้,กะทู้,กะทู้,ภูเก็ต,"7.8997345, 98.34974009999999",7.8996244,98.3498047,6,"7.8997345, 98.34974009999999"
อรนิชา,Onnicha Hotel,โรงแรม,70,,1000,600,,ภาคใต้,รัษฎา,เมืองภูเก็ต,ภูเก็ต,"7.912462900000001, 98.371118",7.912282,98.3712112,6,"7.912462900000001, 98.371118"
อันดา ซี เทลส์ รีสอร์ท,Anda Sea Tales Resort,โรงแรม,78,,6400,1700,,ภาคใต้,อ่าวนาง,เมืองกระบี่,กระบี่,"8.047927625158014, 98.81649671830452",8.0479379,98.8162814,,"8.047927625158014, 98.81649671830452"
โคซี่ กระบี่ อ่าวนางบีช,COSI Krabi Ao Nang Beach,โรงแรม,142,,1600,700,,ภาคใต้,อ่าวนาง,เมืองกระบี่,กระบี่,"8.033690724277585, 98.82845817782908",8.0337311,98.8283656,,"8.033690724277585, 98.82845817782908"
ซี ซีคเกอร์ กระบี่ รีสอร์ท,Sea Seeker Krabi Resort,โรงแรม,201,,4600,1100,,ภาคใต้,อ่าวนาง,เมืองกระบี่,กระบี่,"8.032416604559701, 98.82926344871521",8.0319635,98.8294491,,"8.032416604559701, 98.82926344871521"
ขุนเขาธารา,Khun Khao Tara,รีสอร์ท,20,,8500,1500,,ภาคเหนือ,ดงพญา,บ่อเกลือ,น่าน,"19.1974655, 101.1857092",19.1974655,101.1857092,,"19.1974655, 101.1857092"
นิภา รีสอร์ท,(Nipa Resort),รีสอร์ท,78,,13500,2800,ไสน้ำเย็น,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.895897899999999, 98.3022925",7.8958979,98.3022925,6,"7.895897899999999, 98.3022925"
เดอะ ไซ ริเวอร์แคว,The Zeit River Kwai,รีสอร์ท,41,,2000,1600,กัมพูชา,ภาคกลาง,บ้านใต้,เมืองกาญจนบุรี,กาญจนบุรี,"14.0381215, 99.51084929999999",14.0380431,99.510723,,"14.0381215, 99.51084929999999"
ปาล์ม การ์เด้นท์ รีสอร์ท,Palm Garden Resort Phuket,รีสอร์ท,24,,2000,1800,วิเศษ,ภาคใต้,ฉลอง,เมืองภูเก็ต,ภูเก็ต,"18.3813729,  65.7634977",18.3813729,65.7634977,6,"18.3813729,  65.7634977"
อ้นหยา ภูเก็ต โฮเทล,(O'nya Phuket Hotel),โรงแรม,24,,1515,758,,ภาคใต้,วิชิต,เมืองภูเก็ต,ภูเก็ต,"7.900107899999998, 98.367897",7.9001079,98.367897,6,"7.900107899999998, 98.367897"
ฮอไรซอน กะรนบีช รีสอร์ท แอนด์ สปา,Horizon Karon Beach Resort & Spa,รีสอร์ท,72,,14000,4620,กะรน,ภาคใต้,กะรน,เมืองภูเก็ต,ภูเก็ต,"7.830105100000003, 98.29708199999999",7.8300341,98.2967511,6,"7.830105100000003, 98.29708199999999"
สงวนมาลี เชียงใหม่,Sa nguanmalee,อพาร์ทเมนท์/แมนชั่น,85,,1800,550,,ภาคเหนือ,สุเทพ,เมืองเชียงใหม่,เชียงใหม่,"18.791343, 98.95056939999999",18.7914688,98.9509819,,"18.791343, 98.95056939999999"
สตาร์โฮม,,โรงแรม,24,,400,350,,ภาคเหนือ,หางดง,ฮอด,เชียงใหม่,"18.1886105, 98.61297379999999",18.1886008,98.6128922,,"18.1886105, 98.61297379999999"
อาวันนา เฮ้าส์,Awana House,เกสท์เฮ้าส์,16,,2000,1000,ราชดำเนิน,ภาคเหนือ,ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,"18.7885759, 98.9923965",18.7885759,98.9923965,,"18.7885759, 98.9923965"
โรงแรมอินสไปร์เฮาส์ เชียงใหม่,Inspire House Hotel,โรงแรม,79,,1000,500,รัตนโกสินทร์,ภาคเหนือ,วัดเกต,เมืองเชียงใหม่,เชียงใหม่,"18.8014447, 99.0100873",18.8014447,99.0100873,,"18.8014447, 99.0100873"
อีโค รีสอร์ท เชียงใหม่,Eco Resort Chiang Mai,โรงแรม,67,,2000,1000,บำรุงราษฎร์,ภาคเหนือ,วัดเกต,เมืองเชียงใหม่,เชียงใหม่,"18.7965, 98.6601",18.7964632,98.6600667,,"18.7965, 98.6601"
เอลิแกนท์ ลานนา,Elegant Lanna Guesthouse,เกสท์เฮ้าส์,14,,1000,700,ชัยภูมิ,ภาคเหนือ,ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,"18.792188, 98.9945923",18.7921667,98.9946649,,"18.792188, 98.9945923"
สโรชา รีสอร์ท อากาศอำนวย,Sarocha Resort,รีสอร์ท,11,,1000,500,บ้านเซือม อากาศอำนวย,ภาคตะวันออกเฉียงเหนือ,โพนแพง,อากาศอำนวย,สกลนคร,"17.5544187, 103.9697409",17.5544187,103.9697409,,"17.5544187, 103.9697409"
ลามูน รีโซเทล,lamoon resotel,โรงแรม,66,,850,600,หลวงพ่อ,ภาคใต้,ตลาดใหญ่,เมืองภูเก็ต,ภูเก็ต,"7.885645899999997, 98.3933555",7.8856454,98.3933137,,"7.885645899999997, 98.3933555"
วาปา โฮเต็ล,VAPA HOTEL,โรงแรม,114,,1500,800,ตะกั่วป่า,ภาคใต้,ตลาดเหนือ,เมืองภูเก็ต,ภูเก็ต,"7.8809198, 98.388457",7.8809248,98.3884642,,"7.8809198, 98.388457"
บ้านสวนปัณ รีสอร์ท,Bansuanpan Resort,รีสอร์ท,20,,600,500,สุวรรณศร,ภาคตะวันออก,ท่าเกษม,เมืองสระแก้ว,สระแก้ว,"13.7945071, 102.1293889",13.7958072,102.1301548,,"13.7945071, 102.1293889"
คุ้มไม้งาม รีสอร์ท,Khum MaiNgam Resort,รีสอร์ท,24,,500,350,กม.3 ฝั่งซ้าย,ภาคตะวันออก,อรัญประเทศ,อรัญประเทศ,สระแก้ว,"13.6754798, 102.5290985",13.6756561,102.5293435,,"13.6754798, 102.5290985"
เชียงใหม่ ไชโย โฮเทล,Chiangmai Chaiyo Hotel,โรงแรม,25,,2600,1800,นิมมานเหมินทร์,ภาคเหนือ,ช้างเผือก,เมืองเชียงใหม่,เชียงใหม่,"18.7987068, 98.96903530000002",18.7986441,98.9689245,6,"18.7987068, 98.96903530000002"
พูนสุข รีสอร์ท,Punsuk resort,รีสอร์ท,13,,500,450,,ภาคตะวันออก,นาดี,นาดี,ปราจีนบุรี,"13.9901666, 101.7177813",13.9900538,101.718155,,"13.9901666, 101.7177813"
รามาบุรินทร์ รีสอร์ท,Ramaburin Resort,รีสอร์ท,70,,2200,800,ประชานุเคราะห์,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.884878299999999, 98.2926667",7.8848783,98.2926667,,"7.884878299999999, 98.2926667"
รายาบุรี ป่าตอง,Rayaburi Hotel Patong,โรงแรม,45,,3000,1000,สวัสดิรักษ์,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.897691699999999, 98.29750179999999",7.8976917,98.2975018,,"7.897691699999999, 98.29750179999999"
ลา ฟลอร่า รีสอร์ท ป่าตอง,La Flora Resort Patong,รีสอร์ท,67,,35000,9000,ทวีวงศ์,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.8953202, 98.29588869999999",7.8953202,98.2958887,,"7.8953202, 98.29588869999999"
สุวรรณภูผา,(Suwanpupa Hotel),โรงแรม,37,,800,800,วิชิตสงคราม,ภาคใต้,กะทู้,กะทู้,ภูเก็ต,"7.906936899999999, 98.3262534",7.9069369,98.3262534,,"7.906936899999999, 98.3262534"
แสนสบาย เพิร์ล รีโซเทล,Sansabai Pearl Resortel,โรงแรม,40,,2000,1000,ราษฎร์อุทิศ 200 ปี,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.8965763, 98.30210439999999",7.8965763,98.3021044,,"7.8965763, 98.30210439999999"
เฮือนโย้ยรีสอร์ท,heaunyoyresort,รีสอร์ท,14,,600,500,ราษฎร์พัฒน,ภาคตะวันออกเฉียงเหนือ,อากาศ,อากาศอำนวย,สกลนคร,"17.5905647, 103.9798332",17.5905647,103.9798332,,"17.5905647, 103.9798332"
พี.เจ. เกสต์เฮ้าส์,P J  Guest House And Tours.,เกสท์เฮ้าส์,8,,200,200,สถานี,ภาคใต้,ทับเที่ยง,เมืองตรัง,ตรัง,"7.554812160381246, 99.60510581731796",7.5547826,99.6051374,,"7.554812160381246, 99.60510581731796"
เกาะมุก รีสอร์ท,Koh Mook Resort,รีสอร์ท,25,,2500,1800,,ภาคใต้,เกาะลิบง,กันตัง,ตรัง,"7.3795194, 99.3023072",7.3795194,99.3023072,,"7.3795194, 99.3023072"
อ่าวเนียง บีช รีสอร์ท,Ao nieng beach resort,รีสอร์ท,11,,1200,700,,ภาคใต้,เกาะลิบง,กันตัง,ตรัง,"7.303188899999999, 99.2552559",7.3281995,99.4228263,,"7.303188899999999, 99.2552559"
ทรายทองรีสอร์ท,Saithong Resort,รีสอร์ท,43,,1600,700,ตรัง ปากเมง,ภาคใต้,ไม้ฝาด,สิเกา,ตรัง,"7.495571300000001, 99.33036519999999",7.4955417,99.3303427,,"7.495571300000001, 99.33036519999999"
ปาวาปี รีสอร์ท,Pawapi Resort,รีสอร์ท,23,,7900,3900,,ภาคใต้,เกาะลิบง,กันตัง,ตรัง,"7.3729667, 99.31142419999999",7.3729771,99.3115522,,"7.3729667, 99.31142419999999"
อุทยานแห่งชาติหาดเจ้าไหม,Jao Mai National Park,บ้านพักอุทยาน/ทีพักของหน่วยราชการ,23,,1500,800,,ภาคใต้,ไม้ฝาด,สิเกา,ตรัง,"7.412068499999998, 99.34535029999999",7.4122266,99.3447867,,"7.412068499999998, 99.34535029999999"
เกาะมุกสิวาลัย,Koh mook sivalai,รีสอร์ท,60,,8500,5500,,ภาคใต้,เกาะลิบง,กันตัง,ตรัง,"7.373906900000001, 99.3134821",7.3742536,99.3130793,,"7.373906900000001, 99.3134821"
เกาะสุกร อันดามัน บีช รีสอร์ท,Sukorn Andaman Beach Resort,รีสอร์ท,20,,1000,500,,ภาคใต้,เกาะสุกร,ปะเหลียน,ตรัง,"7.1004528, 99.565388",7.0983437,99.5662396,,"7.1004528, 99.565388"
ตรังอันดามัน โฮเต็ล แอนด์ รีสอร์ท,Trang Andaman Hotel and Resort,รีสอร์ท,40,,1200,600,ตรัง ปากเมง,ภาคใต้,ไม้ฝาด,สิเกา,ตรัง,"7.497237899999999, 99.32942729999999",7.4964492,99.3297132,,"7.497237899999999, 99.32942729999999"
นาขา ชาเลท์ รีสอร์ท,Naka chalet Resort,รีสอร์ท,20,,700,600,,ภาคใต้,นาตาล่วง,เมืองตรัง,ตรัง,"7.5848549, 99.58811419999999",7.5848204,99.5881726,,"7.5848549, 99.58811419999999"
ปากเมง รีสอร์ท,Pak Meng Resort,รีสอร์ท,43,,1600,900,ตรัง ปากเมง,ภาคใต้,ไม้ฝาด,สิเกา,ตรัง,"7.4740853, 99.33433529999999",7.4735201,99.3340401,,"7.4740853, 99.33433529999999"
หลับดี ภูเก็ต ป่าตอง,Lub d Phuket Patong,โรงแรม,187,,3000,500,สวัสดิรักษ์,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.8975917, 98.2983653",7.8976007,98.2983366,,"7.8975917, 98.2983653"
แอสชาลี  ฮับ โฮเทล ป่าตอง,Ashlee HUB Hotel Patong,โรงแรม,109,,5900,4000,ราษฎร์อุทิศ 200 ปี,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.886634000000001, 98.294944",7.886634,98.294944,,"7.886634000000001, 98.294944"
อันดาเทล แกรนด์ ป่าตอง ภูเก็ต,Andatel Grande Patong Phuket Hotel,โรงแรม,122,,2200,500,ราษฎร์อุทิศ 200 ปี,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.901662899999999, 98.300724",7.9017782,98.3007934,,"7.901662899999999, 98.300724"
ปริภัส ป่าตอง รีสอร์ท,Paripas Patong Resort,รีสอร์ท,110,,2200,650,ราษฎร์อุทิศ 200 ปี,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.885528600000001, 98.29371929999999",7.8855286,98.2937193,,"7.885528600000001, 98.29371929999999"
กิ่งทองรีสอร์ท,,รีสอร์ท,60,,550,500,,ภาคเหนือ,บ้านเกาะ,เมืองอุตรดิตถ์,อุตรดิตถ์,"17.5987326, 100.0908342",17.598664,100.0910289,6,"17.5987326, 100.0908342"
เก็ต สลีฟ พรีเมี่ยม บัดเจ็ท โฮเทล,Get Zleep Premium Budget Hotel,โรงแรม,34,,990,990,ห้วยแก้ว,ภาคเหนือ,ช้างเผือก,เมืองเชียงใหม่,เชียงใหม่,"18.8125846, 98.9558553",18.8125846,98.9558553,,"18.8125846, 98.9558553"
บางจาก ภูพาน รีสอร์ท,,รีสอร์ท,45,,900,500,สกลนคร กาฬิสินธุ์,ภาคตะวันออกเฉียงเหนือ,ธาตุนาเวง,เมืองสกลนคร,สกลนคร,"17.1415467, 104.1056454",17.1415404,104.1056219,,"17.1415467, 104.1056454"
ซีทัส หลีเป๊ะ ไอแลนด์ รีสอร์ท,Z Touch Lipe Island Resort,รีสอร์ท,38,,2000,1800,,ภาคใต้,เกาะสาหร่าย,เมืองสตูล,สตูล,"6.4877807, 99.30124690000001",6.4883816,99.3029246,,"6.4877807, 99.30124690000001"
วอร์มเวล โฮสเทล,Warm Well Hostel,โฮมสเตย์/เรือนพักแรม,15,,1500,500,,ภาคกลาง,ท่ามะขาม,เมืองกาญจนบุรี,กาญจนบุรี,"14.0422918, 99.5119127",14.042229,99.5119191,,"14.0422918, 99.5119127"
บุรี ศิริ บูทีค โฮเทล,Burisiri Boutique Hotel,โรงแรม,26,บูริศิริ บูติค โฮเทล,1950,1250,ศิริมังคลาจารย์,ภาคเหนือ,สุเทพ,เมืองเชียงใหม่,เชียงใหม่,"18.7945029, 98.97120509999999",18.794596,98.9712982,,"18.7945029, 98.97120509999999"
สังขละ คีรี รีสอร์ท,Sangkla Keeree Resort,รีสอร์ท,25,,2500,1000,,ภาคกลาง,หนองลู,สังขละบุรี,กาญจนบุรี,"15.161833, 98.45232159999999",15.1604441,98.4522486,,"15.161833, 98.45232159999999"
เพรสทีจ ซีเอ็ม,Prestige Cm Residence,โรงแรม,120,,1900,1100,ห้วยแก้ว,ภาคเหนือ,สุเทพ,เมืองเชียงใหม่,เชียงใหม่,"18.8047972, 98.96088890000001",18.8047972,98.9608889,,"18.8047972, 98.96088890000001"
พอส แอนด์ เพลย์ โฮเทล,Pause and Play Hotel,โรงแรม,44,,1990,1170,เลียบคันคลอง,ภาคเหนือ,หนองป่าครั่ง,เมืองเชียงใหม่,เชียงใหม่,"18.7854965, 99.0333517",18.7855764,99.0332971,,"18.7854965, 99.0333517"
บ้านเสลา เกสท์เฮาส์,Baan Say la Guesthouse,เกสท์เฮ้าส์,9,,800,563,นิมมานเหมินทร์,ภาคเหนือ,สุเทพ,เมืองเชียงใหม่,เชียงใหม่,"18.7985325, 98.9674557",18.7985537,98.9674715,,"18.7985325, 98.9674557"
ช้องนาง,Chong Nang Resort,รีสอร์ท,23,,890,690,,ภาคเหนือ,เวียงพางคำ,แม่สาย,เชียงราย,"20.4096768, 99.91374429999999",20.41044,99.9151557,,"20.4096768, 99.91374429999999"
เมอร์เคียว เชียงใหม่,Mercure Hotel,โรงแรม,159,,3800,1600,ช้างเผือก,ภาคเหนือ,ช้างเผือก,เมืองเชียงใหม่,เชียงใหม่,"18.8022531, 98.985129",18.802196,98.985104,,"18.8022531, 98.985129"
ท่าน้ำเหนือ,,แพ,5,,5500,3000,,ภาคเหนือ,ผาเลือด,ท่าปลา,อุตรดิตถ์,"17.6197394, 100.1014017",17.6191258,100.1016441,,"17.6197394, 100.1014017"
ริเวอร์ไซด์ เฮ้าส์,Riverside House,โรงแรม,39,,1200,1000,เชียงใหม่ ลำพูน,ภาคเหนือ,วัดเกต,เมืองเชียงใหม่,เชียงใหม่,"18.7842251, 99.00521239999999",18.7842251,99.0052124,,"18.7842251, 99.00521239999999"
ล่ามช้างเฮาส์,Lime Chang House,เกสท์เฮ้าส์,8,,170,90,มูลเมือง,ภาคเหนือ,ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,"18.7929254, 98.9919692",18.7929648,98.9920332,,"18.7929254, 98.9919692"
โรงแรมลายไทยเกสท์เฮาส์ เชียงใหม่,Lai Thai Guesthouse,เกสท์เฮ้าส์,110,,900,750,คชสาร,ภาคเหนือ,ช้างคลาน,เมืองเชียงใหม่,เชียงใหม่,"18.7818416, 98.9932905",18.7818537,98.9932933,,"18.7818416, 98.9932905"
ธารา วิลล่า,Tara Villa,รีสอร์ท,11,,19500,7500,แม่น้ำแคว,ภาคกลาง,แก่งเสี้ยน,เมืองกาญจนบุรี,กาญจนบุรี,"14.0564137, 99.4826477",14.0563996,99.4826909,,"14.0564137, 99.4826477"
เซเลส สมุย,Celes Samui,รีสอร์ท,129,,5900,3150,,ภาคใต้,บ่อผุด,เกาะสมุย,สุราษฎร์ธานี,"9.563195, 100.0204292",9.5633186,100.0205459,,"9.563195, 100.0204292"
รอยัลภาวดี วิลเลจ บูติค รีสอร์ท,Royal Phawadee Village Boutique Resort,รีสอร์ท,35,,4400,2010,สวัสดิรักษ์ หาดป่าตอง,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.897656399999999, 98.29770409999999",7.897681,98.2976848,6,"7.897656399999999, 98.29770409999999"
บ้านวนิดา การ์เดน รีสอร์ต,(Baan Vanida Garden Resort),รีสอร์ท,63,,4400,1100,ปฏัก,ภาคใต้,กะรน,เมืองภูเก็ต,ภูเก็ต,"7.831542100000001, 98.29869939999999",7.831911,98.2987398,6,"7.831542100000001, 98.29869939999999"
บ้านขนมปังขิง,kanomkhing,รีสอร์ท,12,,4500,1800,,ภาคตะวันออก,พรหมณี,เมืองนครนายก,นครนายก,"14.225584603322051, 101.18399620056152",14.2250383,101.1840461,6,"14.225584603322051, 101.18399620056152"
พนาสันต์,,โมเต็ล,26,,450,300,พหลโยธิน,ภาคเหนือ,เชียงเงิน,เมืองตาก,ตาก,"16.881254, 99.129059",16.881278,99.1290236,,"16.881254, 99.129059"
เมฆวิไล,mekwilai,โรงแรม,90,,990,270,มหาดไทยบำรุง,ภาคเหนือ,ระแหง,เมืองตาก,ตาก,"16.87214269999999, 99.12844369999999",16.8721242,99.1283732,,"16.87214269999999, 99.12844369999999"
เซ็นทาราไลฟ์แม่สอด,Centara Life Hotel Mae Sot,โรงแรม,113,,4500,1500,สายเอเชีย,ภาคเหนือ,แม่สอด,แม่สอด,ตาก,"16.7245822, 98.5851258",16.7250214,98.585044,,"16.7245822, 98.5851258"
แก๊ป เฮ้าส์,,เกสท์เฮ้าส์,20,,700,370,ราชดำเนิน,ภาคเหนือ,ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,"18.7870429, 98.9913878",18.7870154,98.9913736,,"18.7870429, 98.9913878"
จินตนา เฮ้าส์,,เกสท์เฮ้าส์,7,,200,150,มูลเมือง,ภาคเหนือ,พระสิงห์,เมืองเชียงใหม่,เชียงใหม่,"18.784111, 98.99210649999999",18.7841545,98.9920985,,"18.784111, 98.99210649999999"
วัวลาย บูติค โฮเทล,Casa VESPA at WUA LAI Boutique Hotel,โรงแรม,12,,5000,2000,วัวลาย,ภาคเหนือ,หายยา,เมืองเชียงใหม่,เชียงใหม่,"18.7790389, 98.9844423",18.7789646,98.9843702,,"18.7790389, 98.9844423"
เวียงงาม ล้านนา วิลล่า,Viangngam Lanna Villa,โรงแรม,15,,5500,3500,บ้านแพะ,ภาคเหนือ,ช้างเผือก,เมืองเชียงใหม่,เชียงใหม่,"18.8150146, 98.9722771",18.8148898,98.9720658,,"18.8150146, 98.9722771"
กรีนวิวรีสอร์ท,greenview resort,รีสอร์ท,20,,4500,2100,สาริกา นางรอง,ภาคตะวันออก,สาริกา,เมืองนครนายก,นครนายก,"14.3111069, 101.3027797",14.3111069,101.3027797,,"14.3111069, 101.3027797"
ลิตเติ้ล เกสท์เฮาส์,LITTLEGUESTHOUSE HOTEL,โรงแรม,18,,450,350,มณีนพรัตน์,ภาคเหนือ,ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,"18.796189, 98.9869227",18.796189,98.9869227,,"18.796189, 98.9869227"
ลินดา เกสท์เฮ้าส์,Linda Guest House,เกสท์เฮ้าส์,12,,250,150,เจริญเมือง,ภาคเหนือ,ท่าศาลา,เมืองเชียงใหม่,เชียงใหม่,"18.7817042, 99.0196186",18.7817042,99.0196186,,"18.7817042, 99.0196186"
ลิบรา เกสท์เฮ้าส์,Libra Guest House,เกสท์เฮ้าส์,40,,500,300,มูลเมือง,ภาคเหนือ,ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,"18.7941041, 98.992677",18.794166,98.9926711,,"18.7941041, 98.992677"
รอยัล เพนนินซูล่า เชียงใหม่,Royal Peninsula Hotel Chiangmai,โรงแรม,105,,5000,1000,อัษฎาธร,ภาคเหนือ,ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,"18.7982191, 98.9944563",18.7982191,98.9944563,,"18.7982191, 98.9944563"
อุทยานแห่งชาติ ดอยผากลอง,Doi Pha Klong,บ้านพักอุทยาน/ทีพักของหน่วยราชการ,6,,1200,1200,ทางหลวงหมายเลข 1023 เเพร่ ลอง,ภาคเหนือ,ต้าผามอก,ลอง,แพร่,"18.1537534, 99.98717889999999",18.1537534,99.9871789,,"18.1537534, 99.98717889999999"
อุทยานแห่งชาติแม่ยม,Mae Yom National Park,บ้านพักอุทยาน/ทีพักของหน่วยราชการ,4,,1000,1000,,ภาคเหนือ,สะเอียบ,สอง,แพร่,"18.6117946, 100.1602956",18.6112309,100.1599124,,"18.6117946, 100.1602956"
อุทยานแห่งชาติ เวียงโกศัย,,บ้านพักอุทยาน/ทีพักของหน่วยราชการ,2,,1500,800,,ภาคเหนือ,แม่เกิ๋ง,วังชิ้น,แพร่,"17.9677815, 99.5939471",17.9677815,99.5939471,,"17.9677815, 99.5939471"
ภูมิไทยการ์เด้น,Phum Thai Garden,โรงแรม,46,,2000,1500,ศศิบุตร,ภาคเหนือ,ในเวียง,เมืองแพร่,แพร่,"18.1350731, 100.1412878",18.1350731,100.1412878,,"18.1350731, 100.1412878"
ทุ่งศรีไพบูลย์,,โรงแรม,35,,310,130,ยันตรกิจโกศล,ภาคเหนือ,ในเวียง,เมืองแพร่,แพร่,"18.1388589, 100.1480788",18.1388589,100.1480788,,"18.1388589, 100.1480788"
เทพวิมาน,Tepwiman Hotel,โรงแรม,27,,210,120,เจริญเมือง,ภาคเหนือ,ในเวียง,เมืองแพร่,แพร่,"18.1434781, 100.1418821",18.1434781,100.1418821,,"18.1434781, 100.1418821"
แพร่นครา,Na korn Phrae Tower,โรงแรม,138,,2500,650,เหมืองหิต,ภาคเหนือ,ในเวียง,เมืองแพร่,แพร่,"18.1363223, 100.1441166",18.1363223,100.1441166,,"18.1363223, 100.1441166"
บุษราคัม,,โรงแรม,23,,450,250,ราษฎร์ดำเนิน,ภาคเหนือ,ในเวียง,เมืองแพร่,แพร่,"18.13955109999999, 100.1430282",18.1395714,100.1430392,,"18.13955109999999, 100.1430282"
เชียงมั่น เรสซิเดนซ์,Chiang Maan Residence,เกสท์เฮ้าส์,4,,2000,1000,มูลเมือง,ภาคเหนือ,ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,"18.7943558, 98.9888627",18.7943558,98.9888627,,"18.7943558, 98.9888627"
ซาร่า เกสท์เฮาส์,Sarah Guest House,เกสท์เฮ้าส์,12,,350,150,ท่าแพ,ภาคเหนือ,ช้างม่อย,เมืองเชียงใหม่,เชียงใหม่,"18.785843, 98.995463",18.785843,98.995463,,"18.785843, 98.995463"
บ้านสวนบัว  รีสอร์ท,Suanbua Resort,รีสอร์ท,21,,5500,800,,ภาคตะวันออก,สาริกา,เมืองนครนายก,นครนายก,"14.3132057, 101.2980957",14.3132057,101.2980957,,"14.3132057, 101.2980957"
ภูเขางาม รีสอร์ท,Phukhao Ngam Resort,รีสอร์ท,100,,25000,1000,,ภาคตะวันออก,สาริกา,เมืองนครนายก,นครนายก,"14.317834, 101.3009683",14.3177703,101.3010182,,"14.317834, 101.3009683"
ยู นิมมาน เชียงใหม่,๊U Nimman Chiang Mai,โรงแรม,147,,12000,4500,นิมมานเหมินทร์,ภาคเหนือ,สุเทพ,เมืองเชียงใหม่,เชียงใหม่,"18.8005709, 98.9680082",18.8003678,98.9677613,5,"18.8005709, 98.9680082"
กานดาบีช,,รีสอร์ท,4,,450,450,,ภาคใต้,สะพลี,ปะทิว,ชุมพร,"9.706635347068573, 99.99221563339233",9.7065956,99.9924783,,"9.706635347068573, 99.99221563339233"
โมริ เนเชอรัลฟาร์ม,mori natural farm,โฮมสเตย์/เรือนพักแรม,4,,8000,4500,,ภาคเหนือ,โป่งแยง,แม่ริม,เชียงใหม่,"18.8670537, 98.831254",18.8670537,98.831254,,"18.8670537, 98.831254"
ไฉไล ออร์คิด,chai lai orchid,บังกะโล,9,,4000,1600,,ภาคเหนือ,แม่วิน,แม่วาง,เชียงใหม่,"18.6582697, 98.63375289999999",18.6582415,98.6337747,,"18.6582697, 98.63375289999999"
เดอะคราฟนิมมาน,The Craft Nimman,โรงแรม,27,,4250,2250,นิมมานเหมินทร์,ภาคเหนือ,สุเทพ,เมืองเชียงใหม่,เชียงใหม่,"18.7974375, 98.9679762",18.7974391,98.967947,,"18.7974375, 98.9679762"
แกงใต้ แคมป์,Kangtai Camp,รีสอร์ท,15,,2490,1890,ลาดหญ้า เอราวัณ,ภาคกลาง,ท่ากระดาน,ศรีสวัสดิ์,กาญจนบุรี,"14.3337154, 99.1931304",14.3337154,99.1931304,,"14.3337154, 99.1931304"
สุข โฮเทล,SOOK HOTEL,โรงแรม,41,,3050,1750,เรืองราษฎร์,ภาคใต้,เขานิเวศน์,เมืองระนอง,ระนอง,"9.965292599999998, 98.63280879999999",9.9652926,98.6328088,,"9.965292599999998, 98.63280879999999"
ภราดร,,โรงแรม,78,,1000,590,ยันตรกิจโกศล,ภาคเหนือ,ทุ่งกวาว,เมืองแพร่,แพร่,"18.1474808, 100.1489083",18.1475011,100.1489028,,"18.1474808, 100.1489083"
แม่ยมพาเลส,Mae Yom Palace,โรงแรม,104,,4000,800,ยันตรกิจโกศล,ภาคเหนือ,ในเวียง,เมืองแพร่,แพร่,"18.1489086, 100.1484832",18.1489086,100.1484832,,"18.1489086, 100.1484832"
บัวขาว,,โรงแรม,17,,600,350,,ภาคเหนือ,ในเวียง,เมืองแพร่,แพร่,"18.1387168, 100.1446659",18.1386458,100.1446535,,"18.1387168, 100.1446659"
ศิริวรรณอพาร์ทเม้นท์,,อพาร์ทเมนท์/แมนชั่น,25,,600,500,เจริญเมือง,ภาคเหนือ,ในเวียง,เมืองแพร่,แพร่,"18.1414734, 100.1432865",18.1415039,100.1433194,,"18.1414734, 100.1432865"
ซิลเวอร์ คลิฟ บังกะโล,Silver Cliff Bungalow,บังกะโล,15,,1000,500,,ภาคใต้,เกาะเต่า,เกาะพะงัน,สุราษฎร์ธานี,"10.1060714, 99.8235255",10.1061023,99.8251019,,"10.1060714, 99.8235255"
